   76327.617655 lost 7156 events on cpu 5

Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
          lcpan[996569/957665]   957665          1        0.037      0.037       0.037       0.037    0.00       0
         lcpan[1003993/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[965338/957665]   957665          1        2.760      2.760       2.760       2.760    0.00       0
          lcpan[967898/957665]   957665          1        3.424      3.424       3.424       3.424    0.00       0
          lcpan[968154/957665]   957665          1        0.382      0.382       0.382       0.382    0.00       0
          lcpan[969946/957665]   957665          1        0.053      0.053       0.053       0.053    0.00       0
          lcpan[973018/957665]   957665          1        0.119      0.119       0.119       0.119    0.00       0
          lcpan[975578/957665]   957665          1        2.117      2.117       2.117       2.117    0.00       0
          lcpan[983002/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[985562/957665]   957665          1        0.003      0.003       0.003       0.003    0.00       0
          lcpan[992218/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[996570/957665]   957665          1        0.037      0.037       0.037       0.037    0.00       0
         lcpan[1004506/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
         lcpan[1011930/957665]   957665          1        0.062      0.062       0.062       0.062    0.00       0
          lcpan[965339/957665]   957665          1        2.761      2.761       2.761       2.761    0.00       0
          lcpan[965851/957665]   957665          1        0.034      0.034       0.034       0.034    0.00       0
          lcpan[968155/957665]   957665          1        0.384      0.384       0.384       0.384    0.00       0
          lcpan[975579/957665]   957665          1        2.117      2.117       2.117       2.117    0.00       0
          lcpan[978139/957665]   957665          1        0.061      0.061       0.061       0.061    0.00       0
          lcpan[982235/957665]   957665          1        0.305      0.305       0.305       0.305    0.00       0
          lcpan[984027/957665]   957665          1        0.045      0.045       0.045       0.045    0.00       0
          lcpan[985819/957665]   957665          1        1.945      1.945       1.945       1.945    0.00       0
          lcpan[987099/957665]   957665          1        0.046      0.046       0.046       0.046    0.00       0
          lcpan[988635/957665]   957665          1        0.062      0.062       0.062       0.062    0.00       0
          lcpan[989147/957665]   957665          1        0.172      0.172       0.172       0.172    0.00       0
          lcpan[991707/957665]   957665          1        0.096      0.096       0.096       0.096    0.00       0
          lcpan[996571/957665]   957665          1        0.036      0.036       0.036       0.036    0.00       0
         lcpan[1003995/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
         lcpan[1007067/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
         lcpan[1007323/957665]   957665          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[965340/957665]   957665          1        2.717      2.717       2.717       2.717    0.00       0
          lcpan[965596/957665]   957665          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[965852/957665]   957665          1        0.031      0.031       0.031       0.031    0.00       0
          lcpan[968156/957665]   957665          1        0.343      0.343       0.343       0.343    0.00       0
          lcpan[969948/957665]   957665          1        0.052      0.052       0.052       0.052    0.00       0
          lcpan[970460/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[975068/957665]   957665          1        3.721      3.721       3.721       3.721    0.00       0
          lcpan[975580/957665]   957665          1        2.074      2.074       2.074       2.074    0.00       0
          lcpan[975836/957665]   957665          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[977116/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[978140/957665]   957665          1        0.063      0.063       0.063       0.063    0.00       0
          lcpan[984028/957665]   957665          1        0.045      0.045       0.045       0.045    0.00       0
          lcpan[985820/957665]   957665          1        1.880      1.880       1.880       1.880    0.00       0
          lcpan[987100/957665]   957665          1        0.044      0.044       0.044       0.044    0.00       0
          lcpan[987356/957665]   957665          1        1.137      1.137       1.137       1.137    0.00       0
          lcpan[987868/957665]   957665          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[988636/957665]   957665          1        0.061      0.061       0.061       0.061    0.00       0
