   76177.910062 lost 5538 events on cpu 58
   76177.916688 lost 1177 events on cpu 64

Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
       kworker/2:0-mm_[674039]       2         76        1.994      0.003       0.026       0.073    8.20       0
       kworker/22:0-mm[674041]       2          1        0.035      0.035       0.035       0.035    0.00       0
             migration/39[251]       2         37        0.239      0.003       0.006       0.041   16.04       0
          kworker/17:1-mm[764]       2          2        0.033      0.013       0.016       0.020   18.65       0
                    cron[2300]       1          3        0.207      0.060       0.069       0.079    7.81       0
             migration/82[509]       2         38        0.355      0.008       0.009       0.042    9.52       0
                :-1[-1/930470]      -1      27182    19443.384      0.004       0.715      64.612    2.90       0

Terminated tasks:
          lcpan[943104/930470]   930470          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[950016/930470]   930470          1        1.224      1.224       1.224       1.224    0.00       0
          lcpan[953088/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[953344/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[953600/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[936449/930470]   930470          1        0.099      0.099       0.099       0.099    0.00       0
          lcpan[946177/930470]   930470          1        0.030      0.030       0.030       0.030    0.00       0
          lcpan[950018/930470]   930470          1        1.205      1.205       1.205       1.205    0.00       0
          lcpan[952834/930470]   930470          1        2.088      2.088       2.088       2.088    0.00       0
          lcpan[954114/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[954882/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[934915/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[936963/930470]   930470          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[942595/930470]   930470          1        0.046      0.046       0.046       0.046    0.00       0
          lcpan[945923/930470]   930470          1        0.068      0.068       0.068       0.068    0.00       0
          lcpan[950532/930470]   930470          1        0.053      0.053       0.053       0.053    0.00       0
          lcpan[934917/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[938245/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[940293/930470]   930470          1        0.038      0.038       0.038       0.038    0.00       0
          lcpan[943365/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[944901/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[950789/930470]   930470          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[951813/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[954373/930470]   930470          1        0.081      0.081       0.081       0.081    0.00       0
          lcpan[938758/930470]   930470          1        0.045      0.045       0.045       0.045    0.00       0
          lcpan[942342/930470]   930470          1        0.049      0.049       0.049       0.049    0.00       0
          lcpan[943366/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[946950/930470]   930470          1        1.884      1.884       1.884       1.884    0.00       0
          lcpan[948230/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[950534/930470]   930470          1        0.046      0.046       0.046       0.046    0.00       0
          lcpan[954118/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[939271/930470]   930470          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[942343/930470]   930470          1        0.047      0.047       0.047       0.047    0.00       0
          lcpan[943367/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[950535/930470]   930470          2        0.057      0.005       0.028       0.051   81.00       0
          lcpan[951815/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[939272/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[939784/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
